"","approx_year_built","cats_allowed","common_charges","coop_condo","dining_room_type","dogs_allowed","full_address_or_zip_code","garage_exists","kitchen_type","maintenance_cost","num_bedrooms","num_full_bathrooms","num_half_bathrooms","num_total_rooms","parking_charges","pct_tax_deductibl","sale_price","sq_footage","total_taxes","walk_score","zip_codes"
"1626",NA,"yes","$369","condo","combo","yes","150-38 Union Tpke,  Flushing NY, 11367","yes","combo",NA,NA,1,NA,3,NA,NA,NA,500,"$2,092 ",90,"11367"
"1627",1973,"yes","$641","condo","combo","yes","150-38 Union Tpke,  Flushing NY, 11367","yes","efficiency kitchen",NA,2,2,NA,6,NA,NA,NA,1000,"$3,220 ",90,"11367"
"1628",1985,"yes","$348","condo","formal","yes","150-40 Tahoe St,  Ozone Park NY, 11417",NA,"eatin",NA,2,2,NA,5,NA,NA,NA,NA,"$2,775 ",73,"11417"
"1629",1948,"no",NA,"co-op","formal","no","150-43 Village Rd,  Briarwood NY, 11432","yes","efficiency kitchen","$1,283 ",2,1,NA,5,"$75",50,NA,NA,NA,85,"11432"
"1630",1948,"yes",NA,"co-op",NA,"yes","150-46 Village Rd,  Jamaica NY, 11432",NA,"efficiency kitchen","$1,312 ",2,1,NA,4,NA,NA,NA,NA,NA,83,"11432"
"1631",1950,"no",NA,"co-op","combo","no","150-72 Village Rd,  Kew Garden Hills NY, 11367",NA,"efficiency kitchen","$1,312 ",2,1,NA,4,"$75",NA,NA,NA,NA,88,"11367"
"1632",1952,"no",NA,"co-op","formal","no","150-77 70th Rd,  Kew Garden Hills NY, 11367",NA,"combo","$627",1,1,NA,3,NA,NA,NA,650,NA,87,"11367"
"1633",1950,"yes",NA,"co-op","formal","yes","150-77 Village Rd,  Briarwood NY, 11435",NA,"efficiency kitchen","$1,310 ",2,1,NA,5,"$75",40,NA,1000,NA,87,"11435"
"1634",1960,"yes",NA,"co-op","combo","no","151-25 88th St,  Howard Beach NY, 11414",NA,"efficiency kitchen","$1,000 ",2,2,NA,5,NA,NA,NA,1100,NA,77,"11414"
"1635",1960,"yes",NA,"co-op",NA,"no","151-31 88 St,  Howard Beach NY, 11414",NA,"efficiency kitchen","$675",1,1,NA,3,NA,NA,NA,NA,NA,77,"11414"
"1636",1982,"no","$295","condo","combo","no","151-33 78 St,  Howard Beach NY, 11414",NA,"eatin",NA,3,2,NA,6,NA,NA,NA,NA,"$4,000 ",75,"11414"
"1637",1966,"no","$530","condo",NA,"no","151-35 84th St, Howard Beach NY, 11414",NA,"efficiency kitchen",NA,1,1,NA,4,NA,NA,NA,750,"$3,388 ",76,"11414"
"1638",NA,"no","$295","condo","formal","no","151-37 78 Street St,  Howard Beach NY, 11414","yes","eatin",NA,3,2,NA,6,NA,NA,NA,NA,"$2,100 ",75,"11414"
"1639",1965,"yes",NA,"co-op",NA,"no","151-40 88th St,  Howard Beach NY, 11414",NA,"efficiency kitchen","$670",1,1,NA,4,NA,NA,NA,NA,NA,77,"11414"
"1640",1973,"no","$623","condo","combo","no","152-18 Union Tpke,  Flushing NY, 11367",NA,"efficiency",NA,2,1,NA,5,NA,NA,NA,NA,"$2,567 ",90,"11367"
"1641",1973,"yes","$553","condo","combo","yes","152-18 Union Tpke,  Flushing NY, 11367","yes","efficiency kitchen",NA,2,1,NA,5,NA,NA,NA,NA,"$2,663 ",90,"11367"
"1642",1973,"no",NA,"condo",NA,"no","152-18 Union Turnpike Tpke,  Flushing NY, 11367","yes","combo","$641",2,2,NA,5,NA,NA,NA,1002,"$4,638 ",90,"11367"
"1643",1946,"yes","$620","co-op",NA,"no","152-47 Jewel Ave,  Flushing NY, 11367",NA,"combo",NA,1,1,NA,3,NA,NA,NA,NA,NA,86,"11367"
"1644",1963,"no","$412","condo","combo","no","152-72 Melbourne Ave,  Flushing NY, 11367",NA,"eatin",NA,1,1,NA,3,NA,NA,NA,767,"$3,470 ",85,"11367"
"1645",1963,"no",NA,"co-op","combo","no","153-25 88 St,  Howard Beach NY, 11414",NA,"efficiency kitchen","$718",1,1,NA,4,"$30",NA,NA,NA,NA,85,"11414"
"1646",1965,"yes",NA,"co-op","formal","no","153-25 88th St,  Howard Beach NY, 11414",NA,"efficiency kitchen","$1,007 ",2,2,NA,5,"$15",NA,NA,NA,NA,77,"11414"
"1647",1965,"no",NA,"co-op",NA,"no","153-25 88th St,  Howard Beach NY, 11414",NA,"efficiency kitchen","$782",1,1,NA,3,NA,NA,NA,NA,NA,77,"11414"
"1648",1950,"yes",NA,"co-op","formal","yes","155-24 84 St,  Howard Beach NY, 11414",NA,"efficiency kitchen","$672",2,1,NA,5,NA,NA,NA,NA,NA,77,"11414"
"1649",1960,"no","$275","condo",NA,"no","155-26 79th St,  Howard Beach NY, 11414",NA,"none",NA,2,1,NA,5,NA,NA,NA,NA,"$2,500 ",67,"11414"
"1650",1979,"yes",NA,"condo","formal","yes","156-05 77th St,  Howard Beach NY, 11414",NA,"eatin",NA,6,3,NA,14,NA,NA,NA,2871,"$4,838 ",55,"11414"
"1651",1979,"yes","$250","condo",NA,"yes","156-40 80th St,  Howard Beach NY, 11414","yes","eatin",NA,5,3,NA,13,NA,NA,NA,NA,"$5,323 ",57,"11414"
"1652",1962,"no",NA,"co-op","combo","no","160-10 89 Ave,  Jamaica NY, 11432",NA,"combo","$527",NA,1,NA,2,NA,NA,NA,NA,NA,99,"11432"
"1653",1961,"no",NA,"co-op","other","no","160-10 89th Ave,  Jamaica NY, 11432",NA,"efficiency kitchen","$504",NA,1,NA,3,"$50",NA,NA,NA,NA,99,"11432"
"1654",1928,"no",NA,"co-op",NA,"no","160-15 Powells Cove Blvd,  Beechhurst NY, 11357",NA,"efficiency","$467",NA,1,NA,0,NA,48,NA,NA,NA,59,"11357"
"1655",1950,"yes",NA,"co-op","formal","no","160-24 Cross Island Pkw,  Whitestone NY, 11357",NA,"efficiency kitchen","$975",2,1,NA,5,NA,NA,NA,NA,NA,76,"11357"
"1656",1950,"yes",NA,"co-op","combo","no","160-38 16th Ave,  Whitestone NY, 11357","yes","combo","$981",3,1,NA,4,"$20",NA,NA,900,NA,76,"11357"
"1657",1953,"yes",NA,"co-op","combo","no","162-10 Powells Cove Blvd,  Beechhurst NY, 11357",NA,"efficiency kitchen","$1,398 ",3,1,NA,5,"$60",NA,NA,NA,NA,34,"11357"
"1658",1953,"no",NA,"co-op","combo","no","162-10 Powells Cove Blvd,  Beechhurst NY, 11357",NA,"efficiency","$895",1,1,NA,3,"$60",NA,NA,NA,NA,45,"11357"
"1659",1953,"no",NA,"co-op","combo","no","162-10 Powells Cove Blvd,  Beechhurst NY, 11357",NA,"efficiency kitchen","$1,087 ",2,1,NA,5,"$60",NA,NA,NA,NA,45,"11357"
"1660",1958,"yes",NA,"co-op","combo","yes","162-41 Powells Cove Blvd,  Beechhurst NY, 11357","yes","eatin","$900",1,1,NA,3,NA,NA,NA,NA,NA,32,"11357"
"1661",1958,"no",NA,"co-op","other","no","164-20 Highland Ave,  Jamaica Hills NY, 11432",NA,"combo","$530",NA,1,NA,1,NA,NA,NA,550,NA,97,"11432"
"1662",1958,"no",NA,"co-op","other","no","164-20 Highland Ave,  Jamaica Hills NY, 11432",NA,"efficiency kitchen","$780",1,1,NA,4,NA,NA,NA,800,NA,97,"11432"
"1663",1950,"yes",NA,"co-op","formal","no","16-44 200 St,  Bayside NY, 11360","yes","efficiency","$923",2,1,NA,4,"$20",40,NA,715,NA,66,"11360"
"1664",1969,"no",NA,"co-op","formal","no","166-25 Powells Cove Blvd,  Beechhurst NY, 11357",NA,"eatin","$2,321 ",3,2,NA,7,"$130",NA,NA,1500,NA,32,"11357"
"1665",1963,"no",NA,"co-op","formal","no","166-25 Powells Cove Blvd,  Beechhurst NY, 11357","yes","eatin","$1,288 ",1,1,NA,4,"$123",42,NA,1150,NA,40,"11357"
"1666",1962,"no",NA,"co-op",NA,"no","166-25 Powells Cove Blvd,  Beechhurst NY, 11357",NA,"eatin","$1,351 ",1,1,NA,1,"$133",NA,NA,1160,NA,40,"11357"
"1667",1962,"yes",NA,"co-op",NA,"no","166-25 Powells Cove Blvd,  Beechhurst NY, 11357",NA,"combo","$1,725 ",2,2,NA,4,"$133",NA,NA,1350,NA,40,"11357"
"1668",1968,"yes",NA,"co-op","formal","no","166-25 Powells Cove Blvd,  Beechhurst NY, 11357",NA,"eatin","$2,712 ",3,3,NA,7,"$123",40,NA,2400,NA,40,"11357"
"1669",NA,"no",NA,"co-op","formal","no","166-25 Powells Cove,  Beechhurst NY, 11357",NA,"eatin","$1,425 ",1,1,NA,4,NA,NA,NA,NA,NA,32,"11357"
"1670",1969,"no",NA,"co-op","formal","no","166-25 Powells Cove,  Beechhurst NY, 11357","yes","eatin","$2,279 ",3,2,NA,7,"$130",NA,NA,1500,NA,40,"11357"
"1671",1953,"yes",NA,"co-op","combo","no","166-31 9th Ave,  Beechhurst NY, 11357",NA,"eatin","$1,461 ",3,1,NA,6,"$70",36,NA,NA,NA,44,"11357"
"1672",1988,"no",NA,"condo",NA,"no","166-36 137th Avenue Ave,  Rochdale NY, 11434",NA,"eatin",NA,3,1,NA,7,NA,NA,NA,NA,"$2,460 ",86,"11434"
"1673",1958,"yes",NA,"co-op","combo","no","167-05 12 Ave,  Beechhurst NY, 11357",NA,"efficiency kitchen","$893",1,1,NA,3,"$60",39,NA,800,NA,44,"11357"
"1674",1958,"yes",NA,"co-op","combo","no","168-01 12 Ave,  Beechhurst NY, 11357",NA,"efficiency kitchen","$1,138 ",2,1,NA,4,"$60",39,NA,1000,NA,37,"11357"
"1675",2000,"yes","$923","condo","formal","yes","168-03 Powells Cove Blv,  Beechhurst NY, 11357",NA,"efficiency kitchen",NA,3,2,1,6,NA,NA,NA,2274,NA,33,"11357"
"1676",1981,"no",NA,"condo","formal","no","170-20 Crocheron Ave,  Flushing NY, 11358",NA,"eatin","$350",1,1,NA,3,NA,NA,NA,755,"$2,400 ",86,"11358"
"1677",1949,"no",NA,"co-op","formal","no","171-19 Crocheron Ave, Flushing NY 11358","yes","efficiency kitchen","$867",2,1,NA,6,"$100",NA,NA,NA,NA,86,"11358"
"1678",1960,"no",NA,"co-op","combo","no","172-70 Highland Ave,  Jamaica Estates NY, 11432",NA,"efficiency kitchen","$764",1,1,NA,3,NA,NA,NA,NA,NA,89,"11432"
"1679",1950,"yes",NA,"co-op","combo","no","17-30",NA,"combo","$1,069 ",2,1,NA,5,NA,NA,NA,NA,NA,79,"17-30"
"1680",1968,"no",NA,"co-op","formal","no","17-51 215th St,  Bayside NY, 11360",NA,"eatin","$2,002 ",3,2,1,6,"$89",NA,NA,NA,NA,71,"11360"
"1681",2007,"no","$574","condo","combo","no","175-24 89th Ave,  Jamaica NY, 11432",NA,"efficiency kitchen",NA,1,1,1,5,NA,NA,NA,985,"$232",94,"11432"
"1682",2007,"no","$574","condo","combo","no","175-26 89th Ave,  Jamaica NY, 11432",NA,"efficiency",NA,1,1,1,5,NA,NA,NA,985,"$232",93,"11432"
"1683",1970,"yes",NA,"co-op","combo","yes","17-85 215th St,  Bayside NY, 11360",NA,"efficiency kitchen","$1,506 ",2,2,NA,5,NA,40,NA,NA,NA,72,"11360"
"1684",1970,"yes",NA,"co-op","combo","yes","17-85 215th St, Bayside NY, 11360",NA,"efficiency kitchen","$1,066 ",1,1,NA,3,NA,40,NA,NA,NA,71,"11360"
"1685",1970,"yes",NA,"co-op","combo","no","18-05 215 St,  Bayside NY, 11360","yes","eatin","$767",1,1,NA,4,"$135",40,NA,800,NA,76,"11360"
"1686",1970,"no",NA,"co-op","formal","no","18-05 215 St,  Bayside NY, 11360",NA,"eatin",NA,1,1,NA,4,"$135",NA,NA,NA,NA,76,"11360"
"1687",1970,"no","$97","co-op","formal","no","18-05 215 St,  Bayside NY, 11360","yes","efficiency kitchen","$1,417 ",3,2,NA,6,"$135",NA,NA,NA,NA,76,"11360"
"1688",1968,"no",NA,"co-op",NA,"yes","18-05 215 St, Bayside NY, 11360","yes","efficiency kitchen","$1,128 ",1,1,NA,3,"$149",40,NA,900,NA,76,"11360"
"1689",1969,"yes",NA,"co-op","combo","no","18-05 215 St, Bayside NY, 11360","yes","eatin","$1,100 ",1,1,NA,4,NA,40,NA,900,NA,76,"11360"
"1690",1970,"no","$111","co-op","formal","no","18-05 215th St,  Bayside NY, 11360","yes","efficiency kitchen","$1,627 ",3,2,NA,6,"$135",42,NA,NA,NA,76,"11360"
"1691",1969,"no",NA,"co-op","combo","no","18-05 215th St, Bayside NY, 11360",NA,"combo","$914",1,1,NA,3,NA,NA,NA,780,NA,76,"11360"
"1692",1958,"yes",NA,"co-op","combo","no","18-07 212th St,  Bayside NY, 11360",NA,"efficiency kitchen","$560",1,1,NA,3,"$18",NA,NA,NA,NA,81,"11360"
"1693",1969,"no",NA,"co-op","combo","no","18-15 215 St,  Bayside NY, 11360","yes","eatin","$1,060 ",1,1,NA,3,"$135",40,NA,700,NA,76,"11360"
"1694",1978,"no",NA,"co-op",NA,"no","18-15 215 St,  Bayside NY, 11360","yes","combo","$1,134 ",1,1,NA,4,"$135",40,NA,880,NA,76,"11360"
"1695",1970,"no",NA,"co-op","combo","no","18-15 215 St,  Bayside NY, 11360","yes","eatin","$1,450 ",2,2,NA,5,"$150",40,NA,1200,NA,76,"11360"
"1696",1970,"no","$75","co-op","combo","no","18-15 215 St,  Bayside NY, 11360","yes","efficiency kitchen","$998",1,1,NA,4,"$149",40,NA,NA,NA,76,"11360"
"1697",1970,"no",NA,"co-op","formal","no","18-15 215 Street,  Bayside NY, 11360","yes","eatin","$1,850 ",2,2,NA,5,"$135",40,NA,1300,NA,76,"11360"
"1698",1970,"no",NA,"co-op",NA,"no","18-15 215th St,  Bayside NY, 11360",NA,"efficiency kitchen","$969",1,1,NA,4,NA,40,NA,NA,NA,76,"11360"
"1699",1970,"no",NA,"co-op","combo","no","18-15 215th St,  Bayside NY, 11360","yes","eatin","$939",1,1,NA,4,NA,NA,NA,NA,NA,76,"11360"
"1700",2010,"no","$250","condo","formal","no","18-19 Linden St,  Ridgewood NY, 11385",NA,"combo",NA,2,2,NA,5,NA,NA,NA,1600,"$250",96,"11385"
"1701",1958,"no",NA,"co-op","combo","no","18-40 211 St,  Bayside NY, 11360",NA,"eatin","$991",1,1,NA,4,"$60",NA,NA,850,NA,77,"11360"
"1702",1955,"no",NA,"co-op",NA,"no","18-40 211 St, Bayside NY, 11360",NA,"efficiency kitchen","$1,057 ",2,1,NA,4,NA,50,NA,NA,NA,77,"11360"
"1703",1955,"no",NA,"co-op","combo","no","18-40 211th St,  Bayside NY, 11360",NA,"eatin","$1,100 ",2,1,NA,5,NA,NA,NA,NA,NA,77,"11360"
"1704",1970,"no","$2,200 ","co-op","formal","no","18-45 215th Street,  Bayside NY, 11360",NA,"eatin",NA,3,2,1,6,NA,NA,NA,NA,NA,76,"11360"
"1705",1958,"no",NA,"co-op",NA,"no","18-50 211th St,  Bayside NY, 11360",NA,"eatin","$918",1,1,NA,4,"$60",NA,NA,NA,NA,77,"11360"
"1706",1960,"yes",NA,"co-op",NA,"no","18-55 Corporal Kennedy St,  Bayside NY, 11360",NA,"eatin","$1,470 ",2,2,NA,5,"$50",45,NA,1300,NA,69,"11360"
"1707",1959,"no",NA,"co-op",NA,"no","18-70 211th St,  Bayside NY, 11360",NA,"eatin","$1,245 ",2,1,NA,5,"$60",NA,NA,NA,NA,77,"11360"
"1708",1950,"yes",NA,"co-op","combo","no","19 50 202nd St,  Bayside NY, 11360","yes","eatin","$1,016 ",2,1,NA,5,"$20",NA,NA,NA,NA,70,"11360"
"1709",1950,"no",NA,"co-op",NA,"no","196-22 Pompeii Ave, Holliswood NY, 11423",NA,"eatin","$624",1,1,NA,4,NA,NA,NA,NA,NA,67,"11423"
"1710",1955,"no",NA,"co-op",NA,"no","196-26 67 Ave, Fresh Meadows NY, 11365",NA,"efficiency kitchen","$641",1,1,NA,3,NA,NA,NA,NA,NA,69,"11365"
"1711",1950,"yes",NA,"co-op",NA,"no","196-69 69 Ave,  Fresh Meadows NY, 11365",NA,"efficiency kitchen","$965",2,1,NA,5,NA,NA,NA,NA,NA,65,"11365"
"1712",2008,"no","$527","condo","combo","no","19-80 Starr St,  Ridgewood NY, 11385","yes","efficiency kitchen",NA,2,2,NA,5,NA,NA,NA,941,"$500",88,"11385"
"1713",1960,"yes",NA,"co-op","combo","no","199-48 19 Ave,  Whitestone NY, 11357",NA,"efficiency kitchen","$975",2,1,NA,5,NA,50,NA,NA,NA,80,"11357"
"1714",1982,"yes","$361","condo",NA,"no","2 Bay Club Dr,  Bayside NY, 11360",NA,"efficiency kitchen",NA,NA,1,NA,2,NA,NA,NA,NA,"$2,490 ",82,"11360"
"1715",1981,"no","$1,150 ","condo","formal","no","2 Bay Club Dr,  Bayside NY, 11360",NA,"eatin",NA,2,2,NA,6,NA,NA,NA,NA,"$5,300 ",82,"11360"
"1716",1982,"no","$543","condo","combo","no","2 Bay Club,  Bayside NY, 11360",NA,"eatin",NA,1,1,NA,4,NA,NA,NA,NA,"$3,312 ",82,"11360"
"1717",1893,"no","$558","condo","formal","no","2 Bayclub Dr, Bayside NY, 11360",NA,"eatin",NA,1,1,NA,4,"$90",NA,NA,NA,"$3,000 ",82,"11360"
"1718",1955,"no",NA,"co-op","formal","no","204-15 Foothill Ave,  Hollis NY, 11423",NA,"eatin","$642",1,1,NA,3,NA,50,NA,NA,NA,82,"11423"
"1719",1985,"no","$630","condo","combo","no","206-11 Emily Rd,  Bayside NY, 11360","yes","eatin",NA,3,2,NA,6,NA,NA,NA,NA,"$6,486 ",53,"11360"
"1720",1982,"yes","$500","condo","combo","yes","206-14 Emily Rd,  Bayside NY, 11360",NA,"eatin",NA,1,1,NA,3,NA,NA,NA,700,"$3,268 ",53,"11360"
"1721",1985,"no","$130","condo","combo","no","207-03 Estates Dr,  Bayside NY, 11360",NA,"eatin","$389",1,1,NA,4,NA,NA,NA,NA,"$3,600 ",52,"11360"
"1722",1983,"no",NA,"condo","combo","no","209-21 26 Ave Bayside NY 11360","yes","combo","$596",2,2,0,4,NA,NA,NA,NA,NA,85,"11360"
"1723",1960,"no",NA,"co-op","combo","no","209-39 23 Ave,  Bayside NY, 11360",NA,"efficiency kitchen","$1,668 ",3,2,NA,7,"$25",NA,NA,NA,NA,80,"11360"
"1724",1960,"no",NA,"co-op","formal","no","209-39 23rd Ave,  Bayside NY, 11360",NA,"eatin","$1,608 ",3,2,NA,6,"$26",45,NA,1500,NA,80,"11360"
"1725",1983,"no","$458","condo","combo","no","209-45 26 Ave,  Bayside NY, 11360","yes","combo",NA,1,1,NA,4,NA,NA,NA,NA,"$3,241 ",82,"11360"
"1726",1923,"no",NA,"co-op","combo","no","21-05 33 St,  Astoria NY, 11105",NA,"eatin","$806",1,1,NA,3,NA,NA,NA,600,NA,96,"11105"
"1727",1956,"yes",NA,"co-op",NA,"yes","21-06 35 Street,  Astoria NY, 11105",NA,"eatin","$750",2,1,NA,5,NA,NA,NA,750,NA,96,"11105"
"1728",1955,"no",NA,"co-op","formal","no","213-02 73 Ave,  Bayside NY, 11364",NA,"efficiency kitchen","$540",1,1,NA,4,"$60",NA,NA,NA,NA,62,"11364"
"1729",1955,"no",NA,"co-op","formal","no","213-02 73 Ave,  Bayside NY, 11364",NA,"efficiency","$600",1,1,NA,4,"$65",NA,NA,NA,NA,62,"11364"
"1730",1923,"no","$852","co-op",NA,"no","21-48 35 St,  Astoria NY, 11105",NA,"eatin",NA,3,1,NA,5,NA,NA,NA,NA,NA,96,"11105"
"1731",1970,"no","$75","co-op","formal","no","215-35 23rd Ave,  Bayside NY, 11360","yes","efficiency kitchen","$1,923 ",3,2,1,6,"$135",NA,NA,NA,NA,72,"11360"
"1732",1951,"no",NA,"co-op","combo","no","216-09 68th Ave,  Bayside NY, 11364",NA,"efficiency kitchen","$614",3,1,NA,6,NA,NA,NA,NA,NA,75,"11364"
"1733",1952,"no",NA,"co-op","combo","no","216-10 77 Ave,  Bayside NY, 11364",NA,"eatin","$815",2,1,NA,4,NA,NA,NA,NA,NA,78,"11364"
"1734",1928,"yes",NA,"co-op",NA,"yes","21-67 33rd St,  Astoria NY, 11105",NA,"combo","$904",2,1,NA,4,NA,NA,NA,650,NA,96,"11105"
"1735",1950,"no",NA,"co-op","formal","no","216-73 68 Ave,  Bayside NY, 11364",NA,"combo","$463",2,1,NA,5,NA,NA,NA,NA,NA,76,"11364"
"1736",1923,"no",NA,"co-op",NA,"no","21-68 35th St,  Astoria NY, 11105",NA,"combo","$822",3,1,NA,5,NA,NA,NA,NA,NA,96,"11105"
"1737",NA,"no","$599","condo","combo","no","2-17 51 Ave,  Long Island City NY, 11101",NA,"combo",NA,1,1,NA,3,NA,NA,NA,890,"$30",87,"11101"
"1738",1983,"no","$183","condo",NA,"no","219-11 67th Ave,  Bayside NY, 11364",NA,"efficiency kitchen",NA,1,1,NA,3,NA,NA,NA,NA,"$2,096 ",75,"11364"
"1739",1983,"yes","$268","condo","combo","yes","219-46 64 Th Ave,  Bayside NY, 11364",NA,"eatin",NA,3,2,NA,6,NA,NA,NA,1055,"$3,200 ",79,"11364"
"1740",1961,"no",NA,"co-op","combo","no","220-55 46 Ave,  Bayside NY, 11361",NA,"efficiency kitchen","$742",1,1,NA,3,"$66",NA,NA,800,NA,64,"11361"
"1741",1962,"no",NA,"co-op","combo","no","220-55 46th Ave,  Bayside NY, 11361",NA,"efficiency kitchen","$1,054 ",1,1,NA,4,NA,40,NA,852,NA,64,"11361"
"1742",1962,"no",NA,"co-op","combo","no","220-55 46th Ave,  Bayside NY, 11361",NA,"efficiency kitchen","$954",1,1,NA,3,NA,41,NA,NA,NA,64,"11361"
"1743",1955,"no",NA,"co-op","other","no","221-24 Manor Rd,  Queens Village NY, 11427",NA,"efficiency kitchen","$661",2,1,NA,4,NA,50,NA,NA,NA,66,"11427"
"1744",1960,"no",NA,"co-op",NA,"no","221-57 Manor Rd,  Queens Village NY, 11427",NA,"eatin","$681",2,1,NA,5,NA,NA,NA,NA,NA,66,"11427"
"1745",1948,"yes","$426","condo","other","yes","22-26 80th St,  E. Elmhurst NY, 11370",NA,"efficiency kitchen",NA,2,1,NA,4,NA,NA,NA,NA,"$2,312 ",81,"11370"
"1746",1964,"yes","$550","co-op",NA,"no","222-89 Braddock Ave,  Bellerose NY, 11426",NA,"eatin",NA,1,1,NA,4,NA,NA,NA,NA,NA,80,"11426"
"1747",1955,"no",NA,"co-op","formal","no","224-34 Manor Rd,  Queens Village NY, 11427",NA,"efficiency kitchen","$719",2,1,NA,5,NA,50,NA,NA,NA,66,"11427"
"1748",1950,"no",NA,"co-op","formal","no","225-28 88 Ave,  Bellerose Manor NY, 11427",NA,"combo","$628",2,1,NA,4,"$18",NA,NA,NA,NA,72,"11427"
"1749",1955,"no","$670","co-op","other","no","225-32 88th Ave,  Queens Village NY, 11427",NA,"combo",NA,2,1,NA,4,NA,NA,NA,806,NA,72,"11427"
"1750",1955,"no",NA,"co-op","formal","no","225-35 88th Ave,  Queens Village NY, 11427",NA,"efficiency kitchen","$700",2,1,NA,4,NA,NA,NA,NA,NA,72,"11427"
"1751",1955,"yes",NA,"co-op",NA,"yes","226-22 Kingsbury Ave,  Bayside NY, 11364",NA,"efficiency kitchen","$640",1,1,NA,3,NA,50,NA,NA,NA,60,"11364"
"1752",NA,"no",NA,"co-op",NA,"no","226-30 Kingsbury,  Bayside NY, 11364",NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,57,"11364"
"1753",1950,"no",NA,"co-op","formal","no","227-03 88th Ave,  Queens Village NY, 11427",NA,"combo","$660",2,1,NA,4,"$18",NA,NA,NA,NA,73,"11427"
"1754",1963,"no",NA,"co-op","formal","no","23-20 Bell Blvd,  Bayside NY, 11360",NA,"eatin","$1,200 ",1,1,NA,4,"$47",40,NA,950,NA,79,"11360"
"1755",1963,"no",NA,"co-op",NA,"no","23-20 Bell Blvd,  Bayside NY, 11360",NA,"eatin","$1,394 ",2,2,NA,5,"$47",40,NA,1200,NA,79,"11360"
"1756",1963,"no",NA,"co-op",NA,"no","23-20 Bell Blvd,  Bayside NY, 11360",NA,"eatin","$1,245 ",1,1,NA,4,"$47",NA,NA,NA,NA,79,"11360"
"1757",2006,"no",NA,"condo",NA,"no","23-31 31st Dr,  Astoria NY, 11102",NA,"combo","$218",1,1,NA,3,NA,NA,NA,NA,"$231",93,"11102"
"1758",2017,"yes","$314","condo",NA,"yes","23-33 W 31st Rd,  Astoria NY, 11106",NA,"combo",NA,1,1,NA,3,NA,NA,NA,NA,"$104",93,"11106"
"1759",1950,"no",NA,"co-op",NA,"no","234-40 131st Ave,  Rosedale NY, 11422","yes","combo","$776",2,1,NA,5,NA,NA,NA,NA,NA,72,"11422"
"1760",1988,"yes",NA,"condo","combo","yes","240-02 70th Ave,  Douglaston NY, 11362",NA,"combo",NA,3,2,NA,6,NA,NA,NA,NA,"$3,158 ",23,"11362"
"1761",1988,"yes","$470","condo","combo","yes","240-02 70th Ave,  Douglaston NY, 11362",NA,"combo",NA,3,2,NA,6,NA,NA,NA,1250,"$3,200 ",23,"11362"
"1762",1987,"yes","$424","condo","combo","yes","240-12 70th Ave,  Douglaston NY, 11362",NA,"combo",NA,3,2,NA,5,NA,NA,NA,1150,"$2,765 ",23,"11362"
"1763",1953,"no",NA,"co-op","formal","no","242-20 Horace Harding Expy,  Douglaston NY, 11362",NA,"eatin","$723",1,1,NA,3,NA,NA,NA,NA,NA,78,"11362"
"1764",1940,"yes",NA,"co-op","combo","yes","24-39 38th St,  Astoria NY, 11103",NA,"eatin","$891",2,1,NA,5,NA,NA,NA,900,NA,95,"11103"
"1765",1953,"yes",NA,"co-op","formal","no","244-96 61st. Ave,  Douglaston NY, 11362",NA,"eatin","$1,034 ",2,1,NA,5,NA,NA,NA,NA,NA,77,"11362"
"1766",1950,"yes",NA,"co-op","combo","yes","245-44 A 77 Crescent,  Bellerose NY, 11426",NA,"eatin","$701",2,1,NA,5,NA,39,NA,NA,NA,76,"11426"
"1767",1949,"yes",NA,"co-op","combo","yes","247-25 76th Ave,  Bellerose NY, 11426",NA,"efficiency kitchen","$767",3,1,NA,5,NA,39,NA,797,NA,71,"11426"
"1768",1949,"yes",NA,"co-op","other","yes","247-57 77th Cres,  Bellerose NY, 11426",NA,"eatin","$613",1,1,NA,4,NA,39,NA,641,NA,75,"11426"
"1769",1950,"no",NA,"co-op","combo","no","251-04 71st Ave,  Bellerose NY, 11426",NA,"eatin","$719",1,1,NA,4,NA,NA,NA,NA,NA,55,"11426"
"1770",2016,"no","$132","condo","other","no","25-13 27 St,  Astoria NY, 11102",NA,"none",NA,NA,1,NA,2,NA,NA,NA,466,"$31",98,"11102"
"1771",2016,"no","$226","condo","other","no","25-13 27 St, Astoria NY, 11102",NA,"none",NA,1,1,NA,3,NA,NA,NA,755,"$54",98,"11102"
"1772",1950,"no",NA,"co-op","formal","no","252-46 58th Ave,  Little Neck NY, 11362",NA,"eatin","$811",2,1,NA,5,NA,NA,NA,960,NA,82,"11362"
"1773",1965,"no",NA,"co-op","formal","no","2534 Crescent St,  Astoria NY, 11103","yes","efficiency","$670",1,1,NA,4,NA,NA,NA,NA,NA,95,"11103"
"1774",NA,"no",NA,"condo","combo","no","25-40 Shore Blvd,  Astoria NY, 11102",NA,"efficiency kitchen",NA,1,1,NA,3,NA,NA,NA,623,"$829",81,"11102"
"1775",1991,"yes","$443","condo",NA,"yes","25-40 Shore Blvd,  Astoria NY, 11102",NA,"none",NA,NA,1,NA,2,NA,NA,NA,NA,"$2,800 ",81,"11102"
